,name,votes,winner,win_difference
1718,Euchre beats the chess master Trace Legacy and becomes the master strategist.,3,False,0
1723,Natani crying over Keith's lifeless body ,7,False,0
1721,Mike and Evals relax (with a little nervousness) having a drink and enjoying being a guest in the manor.,35,False,0
1680,"Natani crying over Keith's lifeless body. ""You protected me but I couldn't protect you""",4,False,0
1758,Flora manages to slip the Collar of Keidranification on her while she's still in her humanoid form.,1,False,0
1756,Baby Raine being held by Euchre ,13,False,0
1754,"Keith and Flora fight 1v1 in the battle of the katana tail, and to the victor, go the spoils",3,False,0
1753,Euchre getting Raine's wedding announcement. This is the first he's heard of the event.,5,False,0
1752,"Sythe looking dapper to impress group B, wearing the diplomat's outfit (the one Flora threw away)",30,False,0
1751,Saria's ghost returns to gossip with Flora about Trace,4,False,0
1750,Captain Zen and First Mate Raine meet the Seadogs (Captain Evals and First Mate Mike),11,False,0
1757,Fail seduction. Human Nora forced to flee from angry tigress.,15,False,0
1780,"Realise a lizard tribe, suitable being adaptable in the TwoKinds universe.",5,False,0
1779,Flora wearing something and asking Trace if it makes her butt look big.,25,False,0
1778,Flora as an Adrakist with Adrakist Trace,9,False,0
1777,Baby dragon Reni,34,False,0
1776,The TK gals sing in tribute to cranberries singer Dolores O’Riordan (1971-2018),2,False,0
1775,Dakimakura of Adira,14,False,0
1774,Keith taking a cold shower,9,False,0
1770,"Flora Mood Swing Chart: Sad, Jealous,Angry, Happy, Seductive,bored.",19,False,0
1772,Red in his original clothing (the yugioh styled ones) vs. Seto Kaib- er I mean Trace. Duel!!,4,False,0
1771,Kat rides a T-Rex through the Jurassic Park gate.,12,False,0
1769,Wrinry being chased by Sivil for yanking his tail,1,False,0
1768,"Flora trying to knit some baby-booties, only to end up tangled in a web of string, as cats do.",7,False,0
1763,Flora shrinks but her cup size doesn’t.,9,False,0
1759,"Adelaide brings Zen and Natani as cubs to give their Christmas wish-list to ""Santa"". Santa is played by Albion",18,False,0
1720,"Tigress Trace in her winter coat, snuggling around Flora in the snow.",3,False,0
1760,Now presenting your Majesty Nibbly. Basically a royal squirrel. ,7,False,0
1726,"After Trace wake up from a nightmare, Flora comfort Trace and soothed him back to sleep.",11,False,0
1743,Kei being spotted by Reni under the magic mistletoe during Traces New year Mansion Party.,23,False,0
1749,Adelaide as a modern military General,9,False,0
1748,Trace and flora / calvin and hobbes crossover.,31,False,0
1747,Trace wearing the uniform that Issac Clarke wears from dead space,4,False,0
1746,Sirius “talking to himself”,6,False,0
1745,Alaric's Inauguration as General,26,False,0
1744,Natani gets credited for killing the musclehead general and becomes the first keidran basitin general,50,False,0
1742,"The team is playing Uno, and one of them cheats.",5,False,0
1739,Red taking (human) Raine to dance at a village festival,17,False,0
1740,"Eric and Kat draw each other, Escher-style",11,False,0
1737,Fem Keith and Fem Mike are looking to Trace and Trace is looking worried back.,19,False,0
1736,Nurse Kat tends to Zen's leg,14,False,0
1735,Keith wakes up next to Laura and realizes that the entire TwoKinds adventure was just a dream!,6,False,0
1741,MEANINGLESS BATTLE Round 1: Red vs. King Adelaide,9,False,0
1765,Flora and Trace first kiss redux,31,False,0
1764,"Young Clovis VS young Natani, Clovis loses of course",4,False,0
1762,Natani makes up for Keith's lack of a winter coat by smothering him with her own,3,False,0
1761,Keith and Tiger Trace pose for Eric in the aftermath of pixie panic,8,False,0
1678,"Kat being drunk, cute and VERY overly affectionate towards Keith much to Natani's dismay.",45,False,0
1679,"Nora turns Flora into a housecat, which backfires as Trace is now giving more attention to Flora.",9,False,0
1773,Wrinry meeting Seraphina.,5,False,0
1597,Strip Poker Round Three: Natani VS Clovis.,16,False,0
1626,Tracer vs Keith in a epic battle,1,False,0
1625,World building sketch: A fox keidran takes their young cub out fishing at sea.,35,False,0
1624,Tiger Trace and Keith pose for Eric in the aftermath of Pixie Panic.,7,False,0
1623,Keith taking Natani home after a night of drinking (probably after New Year's Eve),3,False,0
1622,Raine yells at Trace for cursing her mother. Trace tells Red she’s crazy,5,False,0
1621,"As a new high ranking official, Alaric feels Keith needs to learn how to properly dance!",3,False,0
1620,The Taverndatter sisters enjoying some hot cocoa while watching a glistening wintry sunrise,2,False,0
1619,Natani crying over Keith's lifeless body,14,False,0
1617,"Karen and Maren, a not so normal day in the tavern. Because Lizardfolk Cleric happened/walks in.",4,False,0
1616,Reni spots Kei under the magic mistletoe at Trace's New Year's Mansion party,21,False,0
1615,Flora shower time,48,False,0
1614,"Mike as Maid Marian, with Evals as Robin Hood",17,False,0
1613,"King Adelaide bringing Zen and Natani as cubs to give their Christmas wish-list to ""Santa"".",9,False,0
1612,Pet Daughter goes to College,14,False,0
1611,Mrs. Nibbly's Origin Story,25,False,0
1636,"After Trace wake up from a nightmare, Flora comfort Trace and soothed him back to sleep.",8,False,0
1642,Family skill. Euchre teaches Rose how to shapeshift into a human.,3,False,0
1641,Maddie's first time feeling on crushing on someone,7,False,0
1640,Trace and Flora meet Keith and Fem!Keith,3,False,0
1596,madelyn reaches pickpocket level 100,6,False,0
1598,Iris and her friend quiz Therie about what she has learned about the humans (Daniels).,10,False,0
1638,Nibbly rocking out to some metal. \m/,25,False,0
1599,Someone escapes from the Trace Estate security system... with a few lingering side effects.,6,False,0
1588,Pet Daughter: Her First Family Christmas,35,False,0
1587,Cup'o'Kat 2: Kat lounging in a giant cocktail/martini glass,9,False,0
1585,"Sythe looking dapper in his fancy ""diplomat"" outfit (the one that Flora hid) to impress group B",28,False,0
1584,"Alternate ending to the fight on the bridge with Alaric & Keith, but somehow, Natani is there to protect him.",4,False,0
1583,Raine and red attempt to kiss but Raine’s muzzle grows,15,False,0
1582,"Wrinry is convinced to wear cloths, much to her annoyance ",3,False,0
1581,"(Alternate Universe) Trace is with Natani, and Keith is with Flora.",8,False,0
1580,keith fighting tracer,1,False,0
1604,"Natani's winter coat comes in, making her much fluffier (to her great annoyance)",43,False,0
1610,Adelaide's armory and armaments. Team A get a tour through Adelaide's personal battle stash,3,False,0
1609,"Team A as a steampunk style airship crew similar to Eric's ship but, you know, in the sky",12,False,0
1608,Sythe looking suave in his diplomat attire (the one Flora threw away) to the surprise of group B.,28,False,0
1607,Female Trace is blushing and folding her arms as she glares at Female Mike and Female Keith.,20,False,0
1606,"Tigress trace hugging an upset flora, telling her that her body is fine the way it is",8,False,0
1605,AU where Flora tells Natani he actually is the father,4,False,0
1603,Nora teaches baby dragon Trace how to “mess” with people,15,False,0
1602,Nibs steals Trace and Flora's bathing suits: Nib nab round 3,5,False,0
1601,Laura trying on wedding dresses,11,False,0
1600,In the name of meaningless battle! Red challenges King Adelaide to a sparring session.,19,False,0
1639,"Nibbly has stolen Natanis hair and given it to Sythe, because she takes care of her pet.",3,False,0
1635,Natani and Keith swap body types.,11,False,0
1682,Raine helping Rose and Natani nurse Zen back to health due to his leg injury.,15,False,0
1650,Flora as an Adrakist,22,False,0
1672,"After Trace wake up from a nightmare, Flora comfort Trace and soothed him back to sleep.",9,False,0
1670,Cup 'o Kat 2: Kat Lounging in a Martini Glass,25,False,0
1669,Wrinry as a baby getting into some mischief.,3,False,0
1668,Keith suddenly wakes up next to a sleeping Laura and realizes the whole adventure was just a dream!,46,False,0
1667,Saria's ghost returns to gossip with Flora about Trace,16,False,0
1666,Young Laura and Young Rose discussing their future selves,4,False,0
1671,"Xenoblade Chronicles 2 theme with Keith dressed as ""Rex"" and Natani dressed as ""Pyra""",6,False,0
1664,Flora as an Adrakist,21,False,0
1663,Raine screams puppy power and accidentally shrinks while shifting,12,False,0
1662,Natani gets credited for killing the musclehead general and becomes the first keidran basitin general,29,False,0
1660,Flora get's an ultrasound and it gets real for Trace (freaks out).,12,False,0
1659,Nora teaches baby dragon Trace how to “mess” with people,4,False,0
1665,"Hatchling Reni meeting a human for the first time, and mentally blurting out something inappropriate",9,False,0
1689,"Zen with a peg leg and pirate garb trying to get the pirate's ""booty""",9,False,0
1688,"King Adelaide bringing Zen and Natani as cubs to give their Christmas wish-list to ""Santa"".",33,False,0
1687,Kat rides a T-rex through the Jurassic Park gate.,26,False,0
1686,"Alaric and Keith as ""Men in Black"" agents.",1,False,0
1685,Mrs. Nibbly finds Natani's extra set of bandages and gets stuck inside,18,False,0
1684,"Keith attempting to console Zen/Natani. ""Hey, at least it's not a hole in the chest.""",10,False,0
1673,"Trace finds his old Templar armor, and tries it on.",7,False,0
1643,Kat rides a T-Rex through the Jurassic Park gate.,32,False,0
1627,Evil Trace gives a speech ,4,False,0
1644,Keith and Natani get their mistletoe vengance when Zen must awkwardly kiss Raine.,14,False,0
1633,"Sythe tries to fix his ""stupid"" ponytail by changing to a mullet",9,False,0
1632,Home turf advantage sequel: Maddie turns around to a face full of snow,3,False,0
1631,Young Laura and Young Rose discussing their future selves,15,False,0
1630,"A humanoid (Keidranified?) Lady Nora teasing Trace in front of Flora, as if she isn't there.",19,False,0
1629,Trace feels the baby kick inside Flora,32,False,0
1628,Wrinry as a baby getting into mischief,1,False,0
1634,"Flora as Flo the insurance lady, overwhelmed by all the claims from Edinmire.",5,False,0
1652,Laura introduces Keith to her parents,4,False,0
1658,Trace and Laura’s first meeting,7,False,0
1657,Evals Master of the tribal drum,2,False,0
1656,Red turned into a Wolf Keidran and getting tummy rubs from Human Raine,7,False,0
1655,Kat gives Lynn one of Raine's shipfics in a misguided attempt to bond over a love of reading. ,7,False,0
1654,"We've seen natani in a dress, so what about Zen in one",17,False,0
1653,Alaric incites Keith to learn black magic,5,False,0
1651,Collar overload: everyone gets a halfway form!,12,False,0
1649,Evals and Mike spend their hard earned money in Vegas.,0,False,0
1647,Flora Fort: Part 2 Flora conquers the Kitchen.,2,False,0
1646,Saria's ghost returns to gossip with Flora about Trace,2,False,0
1645,Festive Flora Baby Bump,8,False,0
1767,Trace (server wizard) meets Zee Captain (server wizard) ,2,False,0
1793,Flora Trace first kiss redux,7,False,0
1980,King Madness makes good & gives Landen all the coffee they can drink,4,False,0
1897,"""Valentine's Day"" Flora & Trace kiss with Keith dressed as cupid in the background.",2,False,0
1895,Natani in monster hunter great jagras armor carrying a long sword,1,False,0
1894,Wrinry as a baby dragon,6,False,0
1900,Adira teaching Maeve to count using the spots on her tail.,31,False,0
1923,"Maddie as circus performer, holding a flaming hoop as Flora jumps",4,False,0
1922,"Keith & Natani having a ""romantic"" date, with pizza & beer",6,False,0
1921,"Flora & Kat as stewardess w/ Reni talking benefits of ""Dragon Airlines""",31,False,0
1919,"Masks playing poker, Neutral gets a joker (Clovis)",5,False,0
1918,Adira teaches Maeve to count using the spots on her tail.,19,False,0
1917,Saria's ghost visiting a grieving Rose shortly after her death,10,False,0
1916,"Flora sleeping, Trace reading from a book. On the cover, in large friendly letters, ""DON'T PANIC""",5,False,0
1914,The Female Main Character from the Halfkind comic Returns!,29,False,0
1913,Pregnant Flora getting sonographie,10,False,0
1912,Nora’s gender pranks game show. Contestants: Mike Keith & Evals,24,False,0
1911,King Madness makes good & gives Landen all the coffee they can drink,7,False,0
1910,"Mike & Evals at the mansion, nervous about being guests.",6,False,0
1909,"Raine on The Dating Game with Red, Zen, & a third bachelor",8,False,0
1915,"Panel redraw of the basitin fight, Alaric jumping at keith (page 496)",17,False,0
1933,Mrs. Nibbly in a wingsuit flying alongside Princess Reni.,1,False,0
1938,Keith trying to show Basitin Trace how to fight Basitin style.,7,False,0
1896,Sythe & Nibs go on a Valentines date.,7,False,0
1898,Flora holding a cat-themed Keyblade fighting off a large number of Shadow Heartless.,2,False,0
1936,Alaric's Inauguration as Master General,19,False,0
1899,Nibbly rocking out to some metal. \m/,3,False,0
1887,Natani crying over Keith's lifeless body.,6,False,0
1892,Adrakist Flora. Perhaps who became one with Reni's help?,7,False,0
1891,Princess Reni meets Prince Winter of the Icewings for a blind date.,2,False,0
1886,Ms. Potts uses a stepladder to pet Colin,25,False,0
1885,"Natani versus Kathrin sparring match. However, w/ a twist of Kat beating Natani.",15,False,0
1884,"Beerus the God of Destruction from Dragon Ball in his ""hands behind back"" pose. ",1,False,0
1883,Fallout Mekkan: Elder Adelaide of the Brotherhood of Steel,4,False,0
1882,Recreation of Keith and Alaric romance,6,False,0
1881,Drunken Clovis reveals some deep inner thoughts,14,False,0
1880,Trace feels the baby kick,11,False,0
1879,"Happy family moments (Silverlock edition): Euchre, Mary & young Raine",9,False,0
1878,"Panel redraw of Alaric & Keith fight, Alaric jumping at Keith (pg496)",13,False,0
1907,Trace being Admiral on a ship,1,False,0
1906,cast auditions to TwoKinds the Movie,11,False,0
1905,Anklet of Humanification: The Return of Vehra,1,False,0
1904,Adelaide's workout routine. Natani joins in her work out & drags keith along.,5,False,0
1902,"Raine paints Zen's nails, & vise versa.",13,False,0
1901,"Natani ""accidentally"" falls onto Keith",9,False,0
1908,Katini follow up: Natani inexplicably trapped inside a giant beer bottle,14,False,0
1937,Flora Mood Swing Chart,16,False,0
1935,Ms. Nibbly sleeping on Karen's face like a kitten,5,False,0
1888,"Flora Mood Swing Chart: Sad, Jealous, Angry, Happy, Seductive, Bored & Hungry",22,False,0
1939,Rose teases her about whether she's into Red or Sythe,13,False,0
1967,Trace & Flora ice skating for the Winter Olympics!,3,False,0
1966,The dragons of Twokinds Nora & Reni v Nicol Bolas of MagicTG,1,False,0
1964,Zen riding the bull on white water raft & immediately getting soaked. ,4,False,0
1963,Wrinry enjoying a good sleep,3,False,0
1962,Anklet of Humanification: The Return of Vehra,2,False,0
1954,Trace & Flora kiss while Keith stands by them dressed as cupid.,19,False,0
1960,Cast auditions to Twokinds the movie,12,False,0
1959,Carver’s revenge (psycho Clovis busts down door),8,False,0
1958,Saria comforting Laura in the afterlife.,3,False,0
1957,Zen & Natani get to see their mother again.,38,False,0
1956,Princess Reni meets & falls in love with Prince Winter of the Icewings.,4,False,0
1955,Duel between “Pegleg” Zen & diplomat Sythe.,7,False,0
1961,Baby Raine being held by Euchre,18,False,0
1979,Flora's history: Young Flora meets Euchre for the first time,5,False,0
1985,"Trace says yes to Flora's butt being big, much to Flora's amusement",22,False,0
1984,Kat's revenge! Kat draws silly things Maddie's & Maeve's face.,43,False,0
1983,Basitin Trace gets trained by Keith.,3,False,0
1982,Flora as a dragon flying over surprised Trace who's talking with Nora,7,False,0
1981,"Clovis dressed as Darth Sideous, portraying his evil nature.",4,False,0
1968,Evil Trace planning the destruction of the Basitins,1,False,0
1940,Mike walks in on Evals chasing his tail,41,False,0
1934,Natanie in Monster Hunter Rathian armor,2,False,0
1941,Alaric & Laura on a date in Keith's dreams,5,False,0
1932,Trace says yes to Flora's butt being big,33,False,0
1931,Nib nab round 3: Trace & Flora,3,False,0
1930,Natani crying over Keith's lifeless body ,4,False,0
1929,2 bit twokinds.,4,False,0
1928,Nibbly rocking out to some metal. \m/,12,False,0
1927,Elder Madelyn of the Brotherhood. Ad Victoriam!,2,False,0
1926,A beach scene w/ Keith & Nat looking out at the sunset,10,False,0
1924,Adira daki pillow design,22,False,0
1953,"Raine, Euchre & Mary sharing a happy family moment",5,False,0
1952,Karaoke Night on the Na'Rella. Who's the best singer,5,False,0
1951,Trace gives Flora chocolates. chocolate is toxic to Keidran. ,5,False,0
1950,Karen takes Fem Fur Red shopping... much to Red's dismay,5,False,0
1949,Adrakist Flora.,11,False,0
1948,Wolf Red’s primal instincts kick in & he chases his tail,6,False,0
1947,Eric’s jerk brother gets turned into a keidran. kathrin is very amused.,9,False,0
1946,Lady Nora turned Keiren into dragon. Reni is conflicted.,21,False,0
1945,"""Twisted Sisters"" Raine & Kat Rocking out on stage.",15,False,0
1944,Nora explains how Reni's mother happened.,29,False,0
1943,Ms. Potts uses a stepladder to pet Colin,10,False,0
1890,Mike walks in on Evals chasing his tail,37,False,0
1889,Kathrin as Kat from Gravity Rush,4,False,0
1791,"Trace says ""yes"" to Flora's butt being big & attempts to flirt, much to Flora's amusement.",30,False,0
1803,Raine screws up Carver's teleport spell so hard he ends up in our world.,6,False,0
1801,flora gets freaked out by a surprise cucumber,8,False,0
1799,Auditions to TwoKinds: the Movie,30,False,0
1798,"""Xenokinds 2"" Keith (""Rex"") and Natani (""Pyra"")",1,False,0
1797,"A discombobulated Ms. Nibs as a half dragon mistaking Reni for ""Momma""",14,False,0
1804,Alaric & Laura on a date,14,False,0
1822,Baby Raine being held by Euchre,26,False,0
1828,Anklet of Humanification: The Return of Vehra,3,False,0
1827,Red takes human Raine to dance at a village festival,14,False,0
1825,Nibbly vs small kirara ( inuyasha)who is cuter contest,3,False,0
1824,"Flora, in a modern alternate universe, flies her biplane with dragon nose art.",9,False,0
1823,Young Natani and Young Rose discussing their future selves,9,False,0
1821,Flora peeping on FemMike as he talks to himself in mirror like a stereotypical girl,40,False,0
1813,Nibbly brings Sythe a heart-shaped leaf ,1,False,0
1819,Princess Reni meets Prince Winter of the Icewings from Wings of Fire,2,False,0
1818,Mrs. Nibbly in a wingsuit flying alongside Princess Reni.,3,False,0
1817,"Daniels and Therie Sah-van, dinner for two at the Riftwall Tavern East.",21,False,0
1816,"Mike and Evals relaxed but nervous in the mansion, unaccustomed to being guests.",7,False,0
1815,Reni spots Kei under the magic Mistletoe during Trace's Chri- Valentine's Day Party!,16,False,0
1814,Duel between “Pegleg” Zen and diplomat Sythe.,6,False,0
1802,"Flora sees a cardboard box, and do as all cats do.",40,False,0
1805,Hatchling Reni excited to meet her first human,16,False,0
1839,A follow up of Clovis as peach with Carver dressed as Mario to go save him (her? xd),2,False,0
1806,Ms. Potts uses a stepladder to pet Colin,23,False,0
1795,Adira dakimakura design,13,False,0
1796,Keith popping out of a hole in a groundhog suit & Natani asking if he saw his shadow,9,False,0
1790,Trace feels the baby kick,22,False,0
1794,The Main Four geared up as a squad in PUBG,8,False,0
1789,"SuperBowl: Trace & Keith diehard fans of opposing teams, Flora & Natani not so much",19,False,0
1788,Trace and Sythe duelling over Floras Affection,4,False,0
1787,"Alt reality where Keith killed Zen, & Natani is devoted to hunting him down in revenge.",34,False,0
1786,"Happy Silverlocks AU: Euchre, Mary and Raine enjoying quality family time.",12,False,0
1785,Iris and her friend quiz Therie about what she has learned about the humans (Daniels).,17,False,0
1784,Hobbes from 'Calvin & Hobbes' steals Trace's girl.,5,False,0
1783,Saria's ghost returns to gossip with Flora about Trace,6,False,0
1782,Tiger Trace character Reference,5,False,0
1781,Natani decked out in Monster Hunter gear,7,False,0
1812,Keith and Trace in the booth calling the big game,2,False,0
1811,"Flora as a Khajiit, running a traveling shop & saying ""Flora has wares if you have coin""",10,False,0
1810,Ms. Nibbly sleeping on Karens face like a kitten,4,False,0
1809,Keith as Yoda,8,False,0
1808,Natani crying over Keith's lifeless body ,8,False,0
1807,Nurse Kat tends to Zen's leg,10,False,0
1820,Wrinry being chased by sivil because she is in trouble.,5,False,0
1845,Captain Zen and First Mate Raine meet the Seadogs (Captain Evals and First Mate Mike),13,False,0
1869,Flora builds up static on a rug to give trace a shock,8,False,0
1851,Raine recounts her adventures to Rose. Rose teases her about being interested in Red or Sythe,19,False,0
1849,"Regular Mike meeting AU Female Mike, to the confusion of both.",11,False,0
1848,Thumb wrestling between flora & natani w/ thumbs painted like trace & keith,1,False,0
1847,"Child Trace wakes up sans memories at the intersection of two roads, & decides to name himself after them.",0,False,0
1846,"The Female Heroine From ""The Halfkind"" Returns!",5,False,0
1853,"After making demands that Nora act her age, Reni finds herself stuck as a ferret.",8,False,0
1877,Tiger Trace Character reference,37,False,0
1876,Flora as a WWII ace next to a P-51 w/ the flying tiger mouth style finish on the nose.,6,False,0
1875,Reni spotting Kei under the magic mistletoe during Traces Chris-New-Valentine Party,4,False,0
1874,Draw flora & trace guessing what there child will look like,17,False,0
1873,Calvin & Hobbes': Hobbes steals Trace's girl.,2,False,0
1872,Iris & her friend quiz Therie about what she has learned about the humans (Daniels).,31,False,0
1871,Trace finds Flora practicing pouncing tackle dummy with his face on it.,12,False,0
1870,Ms. Nibbly sleeping on Karen's face like a kitten,8,False,0
1867,Flora & Trace competing in figure skating as a pair! Bonus points for pretty costume,3,False,0
1868,Hatchling Reni excited to meet her first human,11,False,0
1866,"Flora's birthday gift, Trace.",9,False,0
1865,Young Natani & Young Rose discussing their future selves,7,False,0
1864,Reni & Kei's first kiss goes horribly wrong.,20,False,0
1862,Baby Raine being held by Euchre,23,False,0
1850,"Trace says ""yes"" to Flora's butt being big & attempts to flirt, to Flora's amusement",45,False,0
1852,Duel between “Pegleg” Zen & diplomat Sythe.,5,False,0
1844,Advanced laziness; young trace uses magic to do his chores,10,False,0
1859,Saria comforting Laura in the afterlife.,6,False,0
1843,"King Adelaide bring Zen & Natani as cubs to give their Christmas list to ""Santa""",16,False,0
1842,"The main gang all dwarfed in size by the Planeswalker dragon, Nicol Bolas (MagicTG)",2,False,0
1840,Nibbly gets a small pile of acorns and is ecstatic.,8,False,0
1838,"Flora Mood Swing Chart: Sad, Jealous,Angry, Happy, Seductive,bored, and hungry",21,False,0
1835,Nibbly rocking out to some metal. \m/,6,False,0
1836,"Zen gives Raine a piggy back ride, while they hike down a trail. ",4,False,0
1834,"Flora, Trace, Kat, Keith and Natani as Power Rangers!",10,False,0
1833,Trace and Flora’s first meeting in an alt universe where keidran & humans are swapped,32,False,0
1832,Re-sketch of “don’t be shy” (Keith) from comicon,3,False,0
1831,The cast as Night in the Woods characters,4,False,0
1830,Katini follow up: Natani inexplicably stuck in a giant half-full beer bottle,25,False,0
1829,Alaric is bestowed the title of General by King Adelaide,7,False,0
1837,Winter Coat Tigress Trace being hugged by Flora,10,False,0
1861,Trace w/ laser pointer. Flora ready to pounce. The whole butt wiggling before attack pose,16,False,0
1860,Alaric & Laura on a date in Keith's dreams,3,False,0
1857,Mrs. Nibbly in a wingsuit flying alongside Princess Reni.,12,False,0
1856,Keith & Natani are on a date for Valentine’s Day but they are genderswapped,21,False,0
1855,"King Adelaide brings Zen & Natani as cubs to give their Christmas wish-list to ""Santa"".",9,False,0
1854,"Keith & Natani having a ""romantic"" Valentine's date consisting of beer, pizza, & tv.",30,False,0
2357,"A life size King Adelaide body pillow... That's too big for the bed, & dwarfs the owner.",11,False,0
2355,All of the new Western Basitians meeting Keith with Natani all jealous in the background.,7,False,0
2388,Not-so-flawless: Euchre's transformation gone awry.,4,False,0
2896,Jim Carrey as The Mask meets the Two Kinds Masks,11,False,0
2894,"Keith, Trace, Flora & Natani dressed from the Monster Hunter franchise. Nora as the Hunted Monster.",2,False,0
2893,Human Kathrin,25,False,0
2892,Zen meets for dinner w/ a stuffed shirt that looks like huge breasts so Natani feels less embarrassed. It doesn't work.,4,False,0
2890,Peeping Tom: The return of the pizza guy. Opens a door to discover Karen petting Maddie's ears.,9,False,0
2898,"Nora messes w/ Clovis some more, making an illusion of the daughter from his nightmare",6,False,0
2888,Terry Crews & Muscle Head Basitin General from comic 483 advertise for Ol' Basitin Spice.,5,False,0
2881,Dj Sythe w/ guest rapper lil nibs,1,False,0
2882,Flora & Trace acting like Garfield & John Arbuckle.,17,False,0
2883,"Laura possesses Natani, & gets distracted by her host body's ""assets""",42,False,0
2889,Sealeen Spikes Edinmires Water w/ her transformation potions,5,False,0
2885,I want to know how Maddie's parents met.,12,False,0
2886,Flora as a living plush,6,False,0
2887,Laura & Keith dancing,2,False,0
2884,Plush Nora causes plush Transformation mayhem w/ the crew!,4,False,0
2915,Flora tells Trace about her short lifespan & asks Trace to forgive her for dying before him.,3,False,0
2914,Goth Nora: Dragon girl.,2,False,0
2913,Zen & Natani assemble Ikea furniture together,24,False,0
2912,Kat teaching Maddie & Maeve how to sew,16,False,0
2911,"Suddenly Tails 2! Trace, Eric, Daniels & Keiren grow tails!",4,False,0
2895,Zen & Kat walk on the beach together holding hands,30,False,0
2897,Maid Laura Dakimakura,4,False,0
2909,Nora as Smaug,7,False,0
2865,Lady Nora & Princess Reni as a yin-yang symbol.,22,False,0
2846,Kat dressed as Lara Croft,2,False,0
2845,Flora softly humming a lullaby to her unborn child,11,False,0
2873,"Reni & Kei attempt to go out for a romantic dinner, but her dragon-ness makes things awkward.",15,False,0
2874,Alaric beings Keith on a vacation to a nude beach,19,False,0
2875,Reni as Alphys from Undertale,1,False,0
2877,Male Mike tries to flirt w/ an oblivious Evals ,6,False,0
2878,Raine/Rose AU: Cookie bake-off between Raine/Rose & Laura/Her Kids from the In another life sketch,7,False,0
2872,"Natani bursts through the tablet screen, & shouts ""UNBOOB ME HUMAN!""",36,False,0
2876,Clovis dressed as Princess Peach.,1,False,0
2871,"Natani's first kill as an assassin, (the magi brothers actually win a fight for once!)",12,False,0
2880,Red & Scyth perform the DBZ fusion technique giving Raine the perfect guy.,4,False,0
2869,Maddie & Lynn running a betting pool on Keith & Natani hooking up,8,False,0
2862,Recently turned vegan Keith goes out w/ Flora & Trace for dinner.,1,False,0
2863,Nora has turned Laura into a dragon! Keith doesn't know what to think of this!,4,False,0
2864,Natani in N7 outfit & equip. Female (Mass) & male (effect) versions.,3,False,0
2870,Zen as Robert E. O. Speedwagon from Jojo's Bizarre Adventure.,2,False,0
2866,What If: Euchre saved Rose in Chapter 16?,9,False,0
2867,Karen doing puppy eyes to touch Maddie's ears,5,False,0
2868,Flora & Kat take Trace & Eric shopping. Trace doesn't understand fashion & Eric can't keep his eyes off the locals,5,False,0
2910,Historical moment. Start of royal dragon family. Reni's grandfather meets human princess.,12,False,0
2916,UNSC AI Flora-Master Chief from the Halo Franchise receives a new Artificial Intelligence Companion for his missions.,2,False,0
2848,Kat towel whipping Flora,7,False,0
2921,"Frankenstein Monster w/ different body parts oft all Wolf,Tiger,Fox,dragon,Basitin & etc",5,False,0
2920,"Keith sitting naked, heels on the floor & tail between his legs to block the sight to his privates.",6,False,0
2949,Flora spars w/ Keith & exploits his sensitive ears.,9,False,0
2948,"Raine/Rose AU: Cookie bake-off between Raine/Rose & Laura/Her Kids from the ""In another life sketch""",3,False,0
2947,Natani pretending to be Clovis by sitting on a throne of pillows & ordering around a stuffed animal,6,False,0
2946,Fem Clovis body pillow,14,False,0
2945,"Zen&Kat in an intimate embrace, overlooking a nighttime skyline of a modern city.",8,False,0
2944,Clovis vs Natani: Jedi duel.,37,False,0
2943,Alaric & Keith’s nude beach vacation ,23,False,0
2942,Reni forcing the captured wolves to listen to her explain all her favorite magical artifacts in her collection.,2,False,0
2950,Peeping Tom: The return of the pizza guy. Discovers Karen grabbing Maddie's ears.,5,False,0
2940,Rose helps Saria prepare for the wedding w/ Trace.,10,False,0
2939,Mike's life if he hadn't been born a slave,5,False,0
2938,Lady Nora & Princess Reni as a yin-yang symbol.,31,False,0
2937,"Kat & Raine excitedly dictating scenes from their ""friend-fictions"" for Eric to paint",17,False,0
2936,Maren & Raine express their true feelings for one another <3,8,False,0
2934,Keith tries to teach Natani the basics of the Basitin Language,4,False,0
2941,Karen doing puppy eyes to touch Maddie's ears,2,False,0
2967,"Frankenstein monsters w/ different body parts of wolf, tiger, fox, dragon, basitin & etc",4,False,0
2966,"Trace, Flora, Natani, & Keith as D&D characters that fit their own descriptions & fighting styles.",6,False,0
2922,"Raine Mad prequel: human Raine shouts ""Shazam!""",3,False,0
2924,Clovis vs Natani; Jedi duel.,11,False,0
2907,Raine & Maren surfing,3,False,0
2918,Remake of Modern Flora & Trace,14,False,0
2905,"Natani gets plastered, turns to Keith, & sings Whitney Houston's I Will Always Love You. Really badly.",9,False,0
2904,Sleepy Kathrin hugs Zens floofy tail.,4,False,0
2903,"Backside comparison, sythe & zen w/ Nibbly as judge.",6,False,0
2902,Squirrel Girls from Sequential Art,8,False,0
2901,"Redraw of the last panel on comic page 694 from chapter 15, w/ the trio hugging.",7,False,0
2900,"Zen & Kat in an intimate embrace, overlooking a nighttime skyline of a modern city.",21,False,0
2899,Maren & Raine express their true feelings for one another,6,False,0
2906,Happy families AU: A proud Euchre & Mary play w/ their new daughter.,5,False,0
