,name,votes,winner,win_difference
3549,"UNSC Spartan Raine-Human Raine as a Spartan 4 from Halo, w/ Red as her Artificial Intelligence.",5,False,0
2477,Pre-Comic: Maren and Trace out on a romantic date amidst the trees and sunset.,5,False,0
1249,Archmage Raine gone to the dark side,5,False,0
659,Trace and Flora as Flint and Lupa from Bloodline,5,False,0
193,Flora as Overwatch D.Va,5,False,0
2543,Trace getting stuck in a Re: Zero time loop ,5,False,0
5986,Dark Trace force to relive the memories of 2012 mistletoe incident,5,False,0
8172,Evals shows the big adorable puppy dog eyes. How could anyone tell him no!,5,False,0
1573,Clovis’ Guild - Transvestites: Women in Disguise,5,False,0
2888,Terry Crews & Muscle Head Basitin General from comic 483 advertise for Ol' Basitin Spice.,5,False,0
6014,A picture of Keith and Laura’s wedding. Probably a sea-side ceremony.,5,False,0
6012,"An angry Raine (in her halfway form) shouts at Euchre and Mary for abandoning and neglecting her respectively, and declares that she is proud of who she is",5,False,0
2868,Flora & Kat take Trace & Eric shopping. Trace doesn't understand fashion & Eric can't keep his eyes off the locals,5,False,0
2867,Karen doing puppy eyes to touch Maddie's ears,5,False,0
8987,"Mike asks Sealeen to cure his very vixen transformation, and her ""cure"" turns him into a ""very human female"" instead.",5,False,0
3016,"In an AU, Flora and Sythe fall in love and start a family.",5,False,0
8988,Raine's nightmare: She become a feral keidran.,5,False,0
3019,Flora tells Trace about her short lifespan & asks Trace to forgive her for dying before him.,5,False,0
1192,Raine and Kat making voodoo dolls of their respective love interests...so they CANT ESCAPE.,5,False,0
6033,How would the fight between Trace and Mary have gone if she had somehow reflected his spell back at him?,5,False,0
5952,"Good Morning Flora, Kat version",5,False,0
1386,Saria's ghost returns to gossip with Flora about Trace,5,False,0
3727,Ghost Laura becomes a Ghost of Christmas Future.,5,False,0
5975,A Husky Keidran in a wintry forest.,5,False,0
2889,Sealeen Spikes Edinmires Water w/ her transformation potions,5,False,0
4918,Maeve making clock poses with her arms.,5,False,0
1784,Hobbes from 'Calvin & Hobbes' steals Trace's girl.,5,False,0
4932,Reni tries to light magical fireworks for the group. Accidentally sets off the whole box at once,5,False,0
1935,Ms. Nibbly sleeping on Karen's face like a kitten,5,False,0
1952,Karaoke Night on the Na'Rella. Who's the best singer,5,False,0
6826,"Nibbly claims the role of Grand Templar, free nuts for all!",5,False,0
5046,"The cast plays a board game they found in the estate, not realizing it was made by Nora and has more magical effects than Jumanji",5,False,0
3920,Luchador Adelaide supplexing a mask.,5,False,0
3923,Keith naked with a gift box on his crotch beckoning Natani to come unwrap her present.,5,False,0
172,Raine,5,False,0
3880,"Flora will be giving birth soon & tells Trace they should be making plans. Trace is ""a bit"" surprised.",5,False,0
1953,"Raine, Euchre & Mary sharing a happy family moment",5,False,0
3830,What if: Sealeen & Lynn Family portrait,5,False,0
3770,"Sythe and Maren, sipping hot cocoa riding in a one horse open sleigh through a city park.  ",5,False,0
6834,Transformation lapse of Raine ,5,False,0
5074,Flora and Kat doing the anime peace sign pose together,5,False,0
5007,Reni as a dog receiving pets from strangers and acting like she doesn’t enjoy it,5,False,0
5002,World War II pin-up Maren as sexy French maquis Resistance freedom fighter,5,False,0
8060,Biological/Anatomical differences between the species (height/age and such),5,False,0
1951,Trace gives Flora chocolates. chocolate is toxic to Keidran. ,5,False,0
1270,Sythe and Red carving pumpkins with swords to try and impress Raine! they could really go crazy,5,False,0
4929,Keith gets a turn being the big spoon (or in his case the backpack),5,False,0
1941,Alaric & Laura on a date in Keith's dreams,5,False,0
3604,The human explorer attempts to gift the snow leopard keidran a new tail.,5,False,0
2548,"Backside comparison, sythe and zen with Nibbly as judge.",5,False,0
1265,Natani messes up a chest shrinking spell and becomes Na-tiny.,5,False,0
8156,"Sequel to ""Island Style Reni"" with Reni getting her hula-skirt snatched away by a nude Vixen Mike as she's being chased by an equally nude Female Brutus (the latter not caring about their state of undress)--leaving Reni bottomless, blushing, exposed and embarrassed.",5,False,0
6304,Redraw of the old donation reward wallpaper with Flora snoozing next to a steam with a stalk of corn in her mouth and a butterfly resting on her paw.,5,False,0
1820,Wrinry being chased by sivil because she is in trouble.,5,False,0
8170,"Natani asking Kathrin on “how to be cute” for Keith, but Kathrin gets the wrong idea and supplies more lingerie. ",5,False,0
8169,Flora in a sundress in the middle of a meadow!,5,False,0
1281,"Kingdom Hearts 2: Trace as Sora w/ oathkeeper, Flora as Kiari w/ a paopu fruit, Keith as Riku w/ soul eater.",5,False,0
1782,Tiger Trace character Reference,5,False,0
1272,Twokinds characters playing hide and seek!,5,False,0
1950,Karen takes Fem Fur Red shopping... much to Red's dismay,5,False,0
3844,Keith naked with a gift box on his crotch beckoning Natani to come unwrap her present.,5,False,0
3848,Mike and Evals both share a passionate New Years Kiss,5,False,0
3850,Keith begrudgingly accepts that he’s the little spoon,5,False,0
6021,Flora and Kathrin Tea Time,5,False,0
2906,Happy families AU: A proud Euchre & Mary play w/ their new daughter.,5,False,0
1403,Flora is more stacked than Kat and shows off in front of her,5,False,0
7960,Keidran cannibals,5,False,0
6154,The Explorers enjoy watching the Tiger tribe ceremonial party celebrating the new year. With some of the tigers wanting them to join in.,5,False,0
5507,Roselyn and young Raine playing in the fall leaves.,5,False,0
6152,Transformation lapse of how Raine transforms into a wolf,5,False,0
5518,Our intrepid explorers find themselves in a savanna surrounded by a tribe of cheetah keidran armed with pointy spears!,5,False,0
6858,Flora's midnight lake dip,5,False,0
2983,sexy Laura dakimakura,5,False,0
5547,Rose gets drunk during a party and starts acting like her younger self much to everyone's confusion.,5,False,0
1493,Nibbly rocking out to some metal. \m/,5,False,0
5887,"During a snowy night time walk about in a city park, Zen and Raine stop to take a selfie.",5,False,0
2849,wholesome baby/young zen meets cocky adult zen,5,False,0
6048,Adira balancing the books for Riftwall,5,False,0
2842,Keith as Connor from Detroit: Become Human,5,False,0
5540,"4th ""Panel"" break ; Nora uses her powers to peer into our dimension and demand that Tom make Trace interested in her at once!",5,False,0
2992,Renamon walking away after beating up Eric for a portrait he did of her.,5,False,0
5791,Transformation lapse of Raine ,5,False,0
1534,"Baby Kathrin, held by young Eric.",5,False,0
5504,Flora pressed up against the screen,5,False,0
6217,"Landen And Madelyn accidentally make a coffee so strong, it turns into a coffee elemental.",5,False,0
6852,Human explorers visit the western Basitin territory and try to establish a trade agreement with them. Offering gifts to one another for a long friendships.,5,False,0
144,Kathrin and Zen out for lunch.,5,False,0
3130,"Muscle Head general riding on Reni, busting thru Edinmire barrack to advertise Basitin Spice.",5,False,0
6073,Transformation lapse of Raine,5,False,0
6052,Keith and Natani go on a camping trip to the woods and sit around a campfire roasting marshmallows at night looking up at the stars and not their now burning sticks,5,False,0
3139,"Rose gets frustrated that she has nothing to do, as the manor does everything",5,False,0
6133,Tigress Trace in her Thick Winter Coating,5,False,0
3147,"Flora and ""Slavegirl"" (Kat) bathing redux",5,False,0
3068,"The human explorer hugs one of the snow leopard's fluffy tails, causing a minor diplomatic incident",5,False,0
6208,"Sultry Trace on the bed. Flora likes very, very much.",5,False,0
3062,"Kessah from Hunters of Salamanstra meets Natani, wolf warriors!",5,False,0
6885,"Nora at a furry convention,transforming furries into keidrans,after she does that the crowd cheers and then Nora is confused why are they happy.",5,False,0
3093,The Basitin Generals dressed as British Field Marshalls from WWII.,5,False,0
5599,"The explorers to Tiger lands are invited to share a communal bed, much to their embarrassment",5,False,0
3109,Sealeen Spikes Edinmire's Water with her transformation potions.,5,False,0
3111,Human Flora & Tiger Trace Magic mishap ,5,False,0
403,"Sequel ""Doggie Dates""",5,False,0
5920,Keith and Natani out on a date run into Sythe and Maren who proceed to make excuses as to why they are out to dinner together.,5,False,0
2996,Zen defends Kat from Roderick ,5,False,0
8601,Spooky Nora is invading peoples dreams to turn them into girls.,5,False,0
5699,A Twokinds Carol:  Laura (Ghost of Christmas Present) shows General  Alabaster (Scrooge) the Keiser (Cratchit) Christmas dinner,5,False,0
110,Valkyrie Laura with Sword and/or Shield,5,False,0
5941,"Sequel to Fallout Mekkan sketch in which Flora, Trace, Deathclaw Nora, Keith, and also Natani explore the Sierra Madre and find Hologram Laura",5,False,0
8471,"Romulus and Remus put on a show at their previous job as the main act in a Chippendales-style exotic dance club. Clovis was just in the audience to scout potential new bodyguards, he swears!",5,False,0
2921,"Frankenstein Monster w/ different body parts oft all Wolf,Tiger,Fox,dragon,Basitin & etc",5,False,0
5758,Laura and Keith share a romantic dance together,5,False,0
3043,Maeve dancing because of a magic music box that she found ,5,False,0
3045,Diplomatic Sleepover 2: Keith caught between Trace and Flora.,5,False,0
1524,Plot Twist: “Clovis’ Guild - Transvestites: Women in Disguise”,5,False,0
5877,[Cosplay] Maren as Carmen Sandiego.,5,False,0
2950,Peeping Tom: The return of the pizza guy. Discovers Karen grabbing Maddie's ears.,5,False,0
3048,Nibbly meets Scarlet (Sequential Art),5,False,0
5864,"Young Nora. When she had not yet received the title of “Lady” and was just a little, playful, curious dragon.",5,False,0
5745,Pole Dancing Mike,5,False,0
2939,Mike's life if he hadn't been born a slave,5,False,0
5717,"Cat Maren grooming herself like a cat, next to Wolf Raine scratching herself with her foot like a dog.",5,False,0
6927,Good morning Vivian (Bloodline),5,False,0
6372,"Flora, Kat and Human Reni learning hula dancing from a south-seas(western) Bastin",5,False,0
5764,Festive Flora baby bump!,5,False,0
5697,Roselyn Age Chart,5,False,0
2781,Mike & Evals as Androids from Detroit: Become Human & Eric as the obvious owner,5,False,0
2978,Natani + Flora put a control collar on Keith & make him do embarrassing things.,5,False,0
2777,All the Basitin's males hiding from King Adelaide start a fight club.,5,False,0
5773,"As a slave, Mike receives his first gift ever from Evals.",5,False,0
8125,Tom breaks his hand from trying to draw the evals extended family reunion.,5,False,0
2958,"Sam, Ember, & Raine gossip over a book club meeting brunch about their favorite novels.",5,False,0
2772,Flora & Kathrin play beach ball.,5,False,0
5834,Kat asks Mike to go back to the rooms and hook up right now.,5,False,0
5832,Feral Sythe and kitty Maren snuggled up,5,False,0
1563,"After Trace wake up from a nightmare/bad memory, Flora comfort Trace and soothed him back to sleep.",5,False,0
2782,Adrakest Flora in flight,5,False,0
5948,Flora stomps on the Mistletoe so it can NEVER backfire on anyone ever again! Trace walks in moments later to find an angry Flora with her foot stuck in her mouth.,5,False,0
5690,Keith experiencing his first Keidran Christmas Day with Laura since his exile.,5,False,0
5691,"Sequel of ""Wedding Nightmares"": Maren sighs in relief but then turns her head and sees that Sythe is lying in bed with her. Maren wakes up screaming again.",5,False,0
8590,Templar Laura AU: Kathrin leading a slave raid on a human village alongside Mike and Evals,5,False,0
655,Natani's first attempt ever at magic,5,False,0
1550,"Lt. Alice Reed as Santa Clause, bringing the gift of JUSTICE.",5,False,0
1288,Natani and Zen dressed like Assassin's Creed characters.,5,False,0
85,Keidranized Nibbly boops Scythe with her nose against his,5,False,0
3503,Grand Templar Sealeen,5,False,0
7985,Dark archmage Maren.,5,False,0
9041,Wolf Watchers (Sequel to Peeping Squirrel) - Zen and Sythe attract a small crowd to secretly watch them bathe in the nude,5,False,0
2750,"Western Basitin leaders invite Adelaide & Keith to discuss relations, proper attire required",5,False,0
8082,Tiger Trace sleeping on Flora's chest,5,False,0
1357,"Natani tries out a spell to shrink her chest, but accidentally ends up shrinking Keith.",5,False,0
1356,"Keiren as an Ardakist, and Princess Reni's reaction",5,False,0
7978,"While exploring a cavern, dragon Reni accidentally discovers a tribe of kobolds",5,False,0
2537,"Natani and Adelaide as Sorceress and Amazon from Dragon's Crown, respectively.",5,False,0
90,Tigress Trace smirking at Vixen Eric,5,False,0
6964,Female Natani against glass,5,False,0
5128,Kat’s rollercoaster of emotion as she tries to thread a sewing needle.,5,False,0
2323,"Keith & Natani buried at the beach, sand shaped like Merfolk tails. A wave reveals actual Merfolk tails",5,False,0
3363,Keith trains Basitin Trace.,5,False,0
3365,"Clovis as a dual sided lightsaber wielding Sith, with both sexy and cool looking ""armor""",5,False,0
2367,Raine vs trace staring contest but goes magically awry,5,False,0
5180,Laura and Keith on a romantic fishing trip. Laura teaches Keith how to fish the Coastal Fox way.,5,False,0
2742,Kat going to a modern university.,5,False,0
3502,Main four enjoy a warm bonfire one evening,5,False,0
3500,Keith recalling some of his happiest moments while living with Laura.,5,False,0
5396,Festive Flora baby bump!,5,False,0
8892,"The Templars (or evil wolves) think that they have captured Raine, but to their horror this is Nora in the wolf form.",5,False,0
2227,Sythe as a reluctant squirrel mascot for Nibbly world.,5,False,0
3455,Luchador Adelaide suplexing a mask.,5,False,0
3491,What if: Sealeen & Lynn family portrait,5,False,0
3515,"Zen and Natani arguing over the better assassin: Kathrin trained by Natani, or Raine trained by Zen.",5,False,0
23,Clovis Virgin sweater,5,False,0
8699,Chimera asks Trace and Flora to help her pick a name,5,False,0
8073,Mike meets Fem-Mike and Very Vixen Mike ,5,False,0
2684,Natani in N7 outfit & equip. Female (Mass) & male (effect) versions.,5,False,0
5156,"Maren, Roselyn, and Fem! Eric as the Sanderson sisters from Hocus Pocus",5,False,0
3529,"Magic Karaoke night at the Estate, who is the best? who is the worst? and who sings death metal? ",5,False,0
2250,Reni's magic stuff collection room.,5,False,0
3513,Kat turned Basitin thanks to another magic mishap,5,False,0
3496,Frankenstein monster escapes her Creator and meets Raine,5,False,0
8501,The Rocky Horror Twokinds Show! Trace- Brad Majors Flora- Janet Weiss Natani - Riff Raff Keith - Magenta Kat - Columbia  Human Nora- Frank'N'Furter ,5,False,0
3433,"Twokinds Sims - w/ Trace, Flora, Keith & Natani as sims & Tom himself as a player, making them do things they hate",5,False,0
5235,"Adelaide's First  Date Part 2: Maddie's father tries to flee the castle the morning after, but Adelaide won't let him go. (Similar to page 796)",5,False,0
2316,Flora as Tracer from Overwatch,5,False,0
2311,Trace goes Super Saiyan!,5,False,0
8676,"""Lupus Dei!"" Nat and Zen on guitar, Sythe on the mic, Raine on organ, and Brutus on drums, dressed up in the style of Powerwolf, and ready to rock!",5,False,0
2304,All the TK villains surrounding red eyed dark trace sitting on an evil throne,5,False,0
4491,Natani takes Keith for a walk on a leash - lost bet.,5,False,0
4492,Older Maeve and Maddie share their first kiss. Maddie gets extremely flustered afterwards.,5,False,0
3149,Seraphina babysitting Madelyn and Maeve.,5,False,0
9030,Half-keidran Raine meets human Holo from the “Spice and Wolf”.,5,False,0
8780,Redraw of main panel from page 435 - Kat preparing to massage Flora,5,False,0
2047,The Female Main Character from the Halfkind comic Returns!,5,False,0
4483,Nora finds a new romantic interest after seeing Raine show a display of her magical potential.,5,False,0
1052,Natani Dakimakura (Body Pillow),5,False,0
68,Keith as Raiden and/or Zen as Jetstream Sam (Metal Gear Rising),5,False,0
1051,Wrinry gets her wings back.,5,False,0
1071,Carver as Zorg and (whichever form works best) Raine as Leeloo from the Fifth Element,5,False,0
4347,Keith teaching Basitin Trace the culture of his species.,5,False,0
1410,Group B theater rehearsal with Red as the director,5,False,0
8318,"Older Keith and Natani, watching their kids play in leaf piles",5,False,0
3393,Indiana Raine whipping a crossbow out of a guards hand.,5,False,0
2596,"Curious about their relationship, LT. Reed attempts to spy on Trace & Flora",5,False,0
3394,"Magic Item Mishaps: Reni shows off her first magic item to Kei, who gets accidentally transformed.",5,False,0
3398,Evil trace in a magic suppressing straitjacket in solitary confinement ,5,False,0
3408,"Evals’s home is being destroyed & he, along w/ others, are taken into slavery.",5,False,0
2729,Human Sythe + Nibbly's reaction,5,False,0
6973,Sequel to Fallout Mekkan sketch in which Keith and Natani explore the Sierra Madre and find Hologram Laura,5,False,0
4441,"Flora as a Sister of Battle and Trace as a Commissar, shouting inspirational stuff like Trace always does :P",5,False,0
8952,"Remake of Trace rescuing Laura from the cage on page 587. Plot twist! There's a mistletoe booby trap! Since Trace murdered everyone in the vicinity, there's nobody to intervene, so they smooch until they fall asleep, still in each other's embrace.",5,False,0
6954,Office Secretary Flora showing off her new suit with a confident pose,5,False,0
4448,Cathleen teaching young Keith how to fight with a spear Western Basitin style,5,False,0
7865,Natani mocks a flustered Zen as Kat gives him a bath.,5,False,0
2567,Maren in a pretty dress,5,False,0
4424,One of the human girls from Two Kinds as a Sister of Battle from 40K,5,False,0
2592,"Backside comparison, sythe & zen w/ Nibbly as judge.",5,False,0
2295,"A human guard attempts to flirt with a female Basitin by ""accidentally"" showing some ankle, So lewd!",5,False,0
2594,Auditions to Twokinds: The Movie,5,False,0
5454,The explorers arrive at a Tiger village and receive a warm welcome from the locals,5,False,0
1433,StarWars Episode 3's high ground scene with Keith and Alaric.,5,False,0
1387,"Young Flora looking up at the lights of Legacy Estate at night, wondering who lives up there.",5,False,0
1634,"Flora as Flo the insurance lady, overwhelmed by all the claims from Edinmire.",5,False,0
6812,Sealeen helps Windstraw to brew very special beer.,5,False,0
3280,Laura daki,5,False,0
2374,Twokinds characters as Pokémon or Pokémon characters,5,False,0
8026,Femboy Hooters Keith against Tomboy Outback Youngtani,5,False,0
4746,Karen and Maddie discover that trying to escape the estate's dungeons sets of retaliatory transformation magics,5,False,0
3267,Trace asks flora to do him a favour if he becomes his evil self again,5,False,0
8445,"Dark AU Emperor Sythe and his High Generals Evals and Mike, rally their armies in preparation to conquer the world.",5,False,0
3326,Raine hides from Maren and Red as she overhears them talking about her behind her back,5,False,0
7067,Keith and Natani on a walk in the woods. Zen makes faces from a tree. ,5,False,0
1602,Nibs steals Trace and Flora's bathing suits: Nib nab round 3,5,False,0
3328,Human Nora dressed up as Lulu from Final Fantasy X with Tiger Trace plushie.,5,False,0
4726,Laura World Order. What if Laura was Grand Templar instead of Trace?,5,False,0
2419,Wolf Red’s primal instincts kick in and he chases his tail,5,False,0
2445,Reni attempts transformation magic and changes an unsuspecting Kei. Hijinks ensue.,5,False,0
4860,"Adult Maeve tries to convince Maddie to put on a swimsuit for a beach trip, and poor Maddie freaks out at wearing something so revealing",5,False,0
3274,Mrs Nibbs unleashing some SQUIRRLY WRATH!!!,5,False,0
4704,"Laura (as a ghost, with cute ghost tail instead of legs) is laying on top of sleeping Keith.",5,False,0
3343,For the Halloween party a rabbit Keidran gets Mike to dress as a sly fox con-mammal to her bunny cop.,5,False,0
3790,Mama Flora suddenly has an unusual craving for sushi!,5,False,0
1919,"Masks playing poker, Neutral gets a joker (Clovis)",5,False,0
4766,Tavern master drink off: Maren vs. Adira.,5,False,0
1916,"Flora sleeping, Trace reading from a book. On the cover, in large friendly letters, ""DON'T PANIC""",5,False,0
3815,"Into Subnautica-Trace in a Seamoth, with a Reaper behind",5,False,0
9009,Madelyn and Maeve in japanese style school uniforms,5,False,0
3818,Frankenstein monster escapes her Creator and meets Raine,5,False,0
6802,Evil Trace has even turned on Nora. He battles her to the death at the Legacy Estate.,5,False,0
9008,"Captain Jenny boards a ship with her new first mate, Brutus",5,False,0
1904,Adelaide's workout routine. Natani joins in her work out & drags keith along.,5,False,0
4795,Red grabs Keidran Maren's tail!,5,False,0
9005,"Christmas morning with the gang. Flora spends the morning opening the mountain of gifts she has, only to find out every single one is just stuff for the baby. ",5,False,0
1653,Alaric incites Keith to learn black magic,5,False,0
3783,Kat giving the Lizard Guardian Statue a massage.,5,False,0
4714,Maren and Raine eat out together and enjoy some tacos,5,False,0
3788,"Natani's Magical Chest Wraps store, customers include Fem-Clovis and Shiro from Rascals",5,False,0
4858,Traitorous tail makes a return as Keith tries his hand at giving Natani a back massage.,5,False,0
8565,Karen talks with Maddie about her own private insecurities and fears while they're in the dungeons.,5,False,0
1979,Flora's history: Young Flora meets Euchre for the first time,5,False,0
3241,Maddie & Maeve on a school ball in an adorable dress,5,False,0
8689,"Natani, Zen and Youngtani as a three headed Cerberus keidran.",5,False,0
2434,Toned Keith coming back from strength & endurance training.,5,False,0
8086,"Sequel to ""Cat in the Road"": Nora wakes up amid broken shovels, chains, and wagons, wondering what caused all the chaos around her.",5,False,0
3209,Raine locked in a pillory to raise money for Zen's leg.,5,False,0
5336,Maddie and Karen pass out on the couch together after stuffing themselves during Thanksgiving.,5,False,0
6310,Nib Nab 5: Trace and Flora,5,False,0
8684,Mike finds Evals trying to flood the Patron Sketch suggestions with requests for female/Very Vixen Mikes.,5,False,0
2700,A tiger tribe witch doctor ,5,False,0
5352,"Dogs and wolf keidran recreating the famous ""dogs playing poker"" painting",5,False,0
5304,"Keith and Natani share a dance and a kiss at a Basitan party, but everyone is scandalized by their tails touching",5,False,0
7094,Human Templar Flora straddling male keidran Trace’s midsection in the hotel room scene with everyone barging in at the same time and getting the wrong impression.,5,False,0
8505,Mike meets Fem-Mike and Very Vixen Mike.,5,False,0
1722,A romantic candlelit double date dinner with Zen x Raine and Sythe x Maren,5,False,0
9043,Kathrin warns an older Maeve and Maddie about the enchanted mistletoe after they seem to just come across it.,5,False,0
5427,Adira going over the finances for the inn.,5,False,0
2429,Zen and Natani get to see their parents again,5,False,0
1228,A baby shower for Flora,5,False,0
3176,"Flora pouncing Trace, Tigger style",5,False,0
1773,Wrinry meeting Seraphina.,5,False,0
1622,Raine yells at Trace for cursing her mother. Trace tells Red she’s crazy,5,False,0
1780,"Realise a lizard tribe, suitable being adaptable in the TwoKinds universe.",5,False,0
1681,Zen as Adam Jensen from Deus Ex,5,False,0
1753,Euchre getting Raine's wedding announcement. This is the first he's heard of the event.,5,False,0
4882,"A very confused and nervous anthro-Reni somehow assumes the human throne, becoming ""Queen Reni""",5,False,0
9002,The Twokinds gang tries to put on a Living Nativity Christmas pageant but it goes horribly wrong.,5,False,0
2441,Seraphina and Princess Reni having a tender moment together.,5,False,0
2421,A hungover Red wakes up to find Sythe and Zen cuddling next to him.,5,False,0
1742,"The team is playing Uno, and one of them cheats.",5,False,0
1236,Darkest Dungeon at the Legacy Estate.,5,False,0
4843,British spy Zen interrogates/flirts with Soviet Kat who is flustered by his charms,5,False,0
3244,Flora tells Maeve & Maddie a spoopy autumn night campfire story,5,False,0
4832,Trace teaches Roselyn magic while Saria watches with a smile.,5,False,0
3226,"Kat & Raine excitedly dictating scenes from their ""friend-fictions"" for Eric to paint.",5,False,0
3230,Clovis forces Natani to choose between Zen & Keith. Kill one to save the other.,5,False,0
940,Adira and Adelaide. Adira watching over the King how she would fare working at a tavern.,5,False,0
2511,Seeing the Twokinds cast attending a convention wearing lanyards and badges.,5,False,0
9102,"The many forms of Trace: Male, Female, Tiger, Tigress, Dragon, Basitin, Demon",5,False,0
7698,Beginning of the royal dragon family. Reni's grandfather met human princess .,5,False,0
10605,Natani and Youngtani vs. Keith and FemKeith: FIGHT! ...and they're just snuggling,5,False,0
7247,Good morning Lioness Saria,5,False,0
9373,"Zen, Trace, Keith and Natani all taking an outdoor bath together. Naked.",5,False,0
10619,Portrait of Karen with an endearing smile,5,False,0
10675,The maned wolf in one of Kat's dresses,5,False,0
9522,"The whole gang in among us, where trace is the imposter",5,False,0
6337,Good morning Natani,5,False,0
9434,"Reni, in her anthro form, tries to explain to Nora that proportions affect balance. Nora responds by bwoming Reni, saying it's much more fun that way.",5,False,0
10667,Sythe reacts to Species swapped Raine and Maren,5,False,0
12050,Kat gives a reassuring hug to someone having a bad day,5,False,0
7717,Flora's daki 2020 edition,5,False,0
10673,"Reni, in her anthro form, tries to explain to Nora that proportions affect balance. Nora responds by bwoming Reni, saying it's much more fun that way.",5,False,0
6751,Fem Mike flirting on Kat,5,False,0
10649,Modern AU: Cyberpunk Raine is helping Gaming Nora to find RHGUY69,5,False,0
10650,"The Female Northern Basitin brings back her catches, and the injured wolf back to her place with the Other northern Basitins jokingly say ""Can't wait to have wolf tonight!"" The Wolf looking vary worried.",5,False,0
7667,Sexy secretary Laura,5,False,0
7233,Keith and Natani kissing at the beach while sunset and the background is the sea,5,False,0
9366,Snep daddy daki (the big snep from the holiday with the sneps sketch),5,False,0
11634,"In the ""Raised by the King"" AU, Jade treats her children to their first night of of carving jack-o-lanterns!",5,False,0
7243,"""Gamer Girl"" Nora: Cat Nora tries to ""encourage"" donations from her viewers ",5,False,0
12033,Vampire queen Raine (wolf),5,False,0
9258,Human Reni in armor fighting alongside Kei,5,False,0
7274,Maeve and Adira meet Windstraw,5,False,0
11138,"Adventures of the Potato Sack, pt 1: After sinking into the ship, the potatoes washes ashore on a distant island.",5,False,0
6700,"Trace is dealing with pregnant Flora’s cravings, by getting them personally",5,False,0
9393,Flora Daki Redux,5,False,0
7246,Angel Flora fighting an out of control Demon Tiger Trace to bring him back to his senses,5,False,0
12100,"If Natani and Zen ended up on the basitin Isles, someone has to take their place in the assassins guild, why not Keith? What better way to let out aggression towards Keidran than getting paid to do it? ",5,False,0
12097,Grand Templar Raine Silverlock,5,False,0
12096,Natani dakimakura pillow design,5,False,0
7213,good morning Tigress Trace.,5,False,0
10630,Genderbent AU: Raine confesses his transformative secret to Scarlet and Sythe (As in comics 718-720),5,False,0
11631,Lioness Saria models nude for Rose's painting,5,False,0
7204,Laura sitting in Keith’s shoulders holding his ears like reins directing him where to go,5,False,0
11632,Red has to apologize to the Chimera. He has to invite her to buy clothes with the girls,5,False,0
10657,Madelyn meets a Western version of her self. Then passes out from shock of her AU versions lack of modesty.,5,False,0
7598,Laura & Kat Roommates: Competitive Team Gaming,5,False,0
11778,"Mike, Evals, and Kat relax at the Gender Swap Spa, where patrons' bodies change upon entry.",5,False,0
10940,Tomboy Kat rock climbing with a view of the Basitin Empire. ,5,False,0
7809,Natani accidentally makes Keith the size of a doll. Natani is amused while Keith is quite upset,5,False,0
7806,"Undercover Western Maddie. Some of the patrons of the gala begin to suspect Maddie. But thinking she's otherwise harmless, they just try to have a bit of fun with her. Maddie does her best to retain her composure!",5,False,0
11833,Modern Laura finally getting her hands on the mythical PS5 console.,5,False,0
11831,"Youngtani goes to Halloween by hijacking Clovis' body as her costume, much to the princesses dismay, particularly on the outfit chosen, or lack there of.",5,False,0
7753,"Euchre as Merlin telling young Trace as Arthur ""If you think magic will solve all your problems, it won't!"" (Disney's Sword in the Stone Reference) ",5,False,0
11042,Bad guys can have Pool parties too (the Master Templars enjoy a day at the academy pool),5,False,0
11824,Kat gives a reassuring hug to someone having a bad day,5,False,0
7776,Fem-Clovis being jealous of how big and buxom Fem-Brutus is,5,False,0
12074,Kat presenting a roasted turkey for a Thanksgiving (or setting appropriate harvest festival) meal. ,5,False,0
6442,Eric finds a dangerous device: a tail-lifting remote,5,False,0
6719,FemMike in her Custom Underwear,5,False,0
9587,The Solider from Basitin Flirting learning how to properly flirt with Basitins.,5,False,0
7521,"“Lifts her Tail”, from the Elder Scrolls Lusty Argonian Maid, teaching Roselyn how to properly polish a spear.",5,False,0
11769,Natani wants paw rubs after training. Keith gets blushy,5,False,0
9590,"After Saria's death, the young Rose visits her grave to mourn her best friend",5,False,0
7558,Adult Maeve and Maddie switch species. And both of them are very surprised and shocked about it.,5,False,0
9297,chibi Nibbly ,5,False,0
7582,Cat Nora Against the Glass,5,False,0
10963,"Natani, Zen and Keith as the Spanish Inquisition from Monty Python. Nobody expects the Spanish Inquisition!",5,False,0
11623,"Demon tiger Trace 3: Trace comes to his senses, and is filled with tearful remorse after realizing he attacked his (unscathed) love, Flora, who gladly comforts him as she strokes his head in her lap.",5,False,0
9411,Modern Natani sends Keith provocative ankle pictures,5,False,0
10921,"The Trials of Scarlet - the newly floofed Keidran is going through her first ""season"", and has barricaded themselves in their bedroom. Meanwhile, Sythe tries to deliver their new clothes.",5,False,0
6619,good morning karen (viewer has been kicked out of the bed by a sleeping Karen),5,False,0
10920,"Dating Sim AU: Hoping no one noticed their transformation, VV Mike tries to rebrand as the hot transfer student.",5,False,0
6464,"Good Morning Natani, except Natani is much less graceful in the morning than the others.",5,False,0
7670,Saria finds Rose's habit of going without clothes distracting and begs her to put something on while she works. ,5,False,0
11613,Good morning Brutus,5,False,0
7689,"Good morning, FemAlaric!",5,False,0
12064,"Natani wearing Krystal's skimpy tribal outfit, surprised at how comfortable it is to fight in. Keith seems to enjoy it too... (tail katana)",5,False,0
